,Test,LSTM-Tred_Pred,LSTM-GAB_Pred,CNN-Tred_Pred,CNN-GAB_Pred,BiLSTM-Tred_Pred,BiLSTM-GAB_Pred,GRU-Tred_Pred,GRU-GAB_Pred,RNN-Tred_Pred,RNN-GAB_Pred
0,2204.0,2150.77099609375,2041.6942883278737,2217.79736328125,2227.005067060861,1984.3187255859375,2382.0444021266894,2193.7197265625,2042.291322156222,2139.19873046875,2069.0618808683585
1,1713.0,1915.2064208984375,1933.6255298584356,2235.3759765625,2267.5669914227383,1910.8424072265625,1863.014400124755,2007.9390869140625,2038.5785138157673,1982.560546875,2020.841592484945
2,1713.0,1481.24462890625,1508.4261134888252,1561.815185546875,1588.6119289301018,1499.5831298828125,1506.8768987835083,1581.3172607421875,1593.745858017708,1518.8023681640625,1488.0455332137774
3,1068.0,1373.86962890625,1359.4700107320537,1814.3052978515625,1866.7887433664023,1524.3043212890625,1324.4833375731878,1477.8387451171875,1344.9525581315609,1451.593017578125,1325.0246999831977
4,611.0,954.9794921875,1019.3528361937629,1069.242431640625,1149.7024891811577,874.946044921875,864.8434937274656,864.848876953125,1030.0479842257555,905.7158203125,1005.0596508356078
5,362.0,432.120361328125,468.398489155943,631.639892578125,730.0600037843768,337.88818359375,468.45776145336345,421.30419921875,482.6997195288246,337.413330078125,537.809203727541
6,254.0,282.656005859375,280.72526354879756,526.713623046875,684.2265105281734,252.05029296875,287.15183423146584,248.619140625,331.16433141084474,138.6416015625,306.5932059269725
7,254.0,227.853759765625,269.721664218683,538.7451171875,691.9384013455759,284.333251953125,219.4371014524681,193.93994140625,335.78168810792016,133.302490234375,241.2387035019857
8,383.0,318.04443359375,354.8197577186561,511.885986328125,692.1843959674814,373.985595703125,380.8236165373986,346.548583984375,342.2704667446851,323.406005859375,341.7857718469562
9,383.0,985.029541015625,839.837056916024,709.891845703125,897.6481004236718,659.00146484375,722.3000148099713,819.313720703125,738.4264159084087,709.592041015625,896.5611573251598
10,820.0,602.19482421875,705.7854385000517,727.972900390625,915.7722477437513,523.218505859375,561.0854165977377,604.673095703125,377.27475289367027,481.3466796875,655.7381050381697
11,820.0,1543.5316162109375,1344.4002381187172,1302.0272216796875,1491.8589605168854,1373.654052734375,1155.5834680546523,1618.9581298828125,1232.4123846829557,1372.09228515625,1415.1665330150568
