,Test,LSTM-Tred_Pred,LSTM-GAB_Pred,CNN-Tred_Pred,CNN-GAB_Pred,BiLSTM-Tred_Pred,BiLSTM-GAB_Pred,GRU-Tred_Pred,GRU-GAB_Pred,RNN-Tred_Pred,RNN-GAB_Pred
0,19.51,19.642169952392578,20.639846956083865,19.453838348388672,19.54944358948212,19.754776000976562,19.814699976936332,19.414302825927734,20.394822488045317,19.169998168945312,19.427447549313545
1,19.22,19.503341674804688,20.15838476205665,19.644290924072266,19.290981955262787,19.843761444091797,19.786355635856754,19.427440643310547,19.799872831678375,19.27504539489746,19.11587914416977
2,20.67,19.140188217163086,19.977615528886613,19.242942810058594,19.68264684386726,19.5664119720459,20.188326627619162,19.077653884887695,20.042947387021684,18.93943977355957,19.37607970516776
3,23.12,21.02463150024414,22.293116649932493,20.952171325683594,21.346380934712776,21.349533081054688,21.711114544696315,20.809322357177734,21.745628328791803,20.644128799438477,22.03900027019829
4,24.28,23.274200439453125,23.74438369714368,23.252574920654297,23.654673989087396,23.87612533569336,24.18795424206411,23.08296775817871,23.637083768041897,22.964275360107422,23.970072762281525
5,24.2,23.800718307495117,23.939007337345622,24.021564483642578,23.696932353725103,24.351940155029297,24.095156050862652,23.823505401611328,24.226157439299428,23.897512435913086,24.015352911264284
6,24.81,23.581321716308594,24.17071134535931,23.7627010345459,24.118024974994167,24.054208755493164,24.453111134741363,23.671554565429688,24.561853462246855,23.656274795532227,24.45933785642792
7,27.06,24.573110580444336,25.514810232502686,24.60373306274414,24.9699483194905,24.969449996948242,25.299562314818104,24.532011032104492,25.028616747254574,24.515165328979492,25.539709966714195
8,27.59,27.139705657958984,26.472349300354264,26.934791564941406,26.8789709955309,27.224143981933594,26.946183371579398,26.91751480102539,26.702012387964047,27.068119049072266,25.58833587207468
9,27.81,26.935165405273438,25.92935354014221,27.02950096130371,27.305542679840773,27.051450729370117,27.30170282165946,26.991920471191406,27.055582332475634,27.238916397094727,25.59240739935917
10,27.83,27.44217872619629,26.90350917694867,27.402591705322266,27.446644181475698,27.38188934326172,27.44953066155067,27.38835334777832,27.085130956291884,27.531803131103516,27.991900994397962
11,28.33,27.449087142944336,28.15980049698786,27.461084365844727,27.902782671394327,27.503767013549805,27.84769127448506,27.45798110961914,27.47864866935895,27.567092895507812,28.338224352854994
12,23.51,28.182022094726562,27.64741800465605,28.131080627441406,27.273543734654293,28.042659759521484,27.27582699466883,28.10994529724121,27.42866532610284,28.251117706298828,27.842185463798526
13,22.44,22.556686401367188,23.486081311203268,22.760522842407227,23.083738443013115,22.906953811645508,23.238122190217155,22.737091064453125,22.591091592953827,22.6182861328125,23.721867193797383
14,24.59,23.05431365966797,24.127585036210913,22.994354248046875,23.57868118147818,23.084854125976562,23.692331101487046,22.96980857849121,23.929734376936864,22.846534729003906,23.678202060391726
15,26.37,25.274776458740234,25.71043797913187,25.259321212768555,25.74628943316797,25.47722816467285,25.811621543715553,25.16415786743164,25.783857010855883,25.317819595336914,24.70659856551672
